"period_type","start_date","end_date","salesman_fio","chif_fio","sales_count","sales_sum","max_overcharge_item","max_overcharge_percent"
week,2019-08-19 00:00:00.000,2019-08-25 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,3,2288646,"Мелкозернистый бетон БСМ B 7,5 П3,П4",47.000
week,2019-08-19 00:00:00.000,2019-08-25 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,1,667370,БСТ B40 П5 F1300 W14,10.000
week,2019-08-19 00:00:00.000,2019-08-25 00:00:00.000,,,34,20101420,Упаковка европалет,72.799
week,2019-08-26 00:00:00.000,2019-09-01 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,434889,Раствор М100 Пк3,17.000
week,2019-08-26 00:00:00.000,2019-09-01 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,701173,Раствор кладочный М100 Пк3,47.000
week,2019-08-26 00:00:00.000,2019-09-01 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,53983,Фасовка,70.401
week,2019-08-26 00:00:00.000,2019-09-01 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,3,1877798,Формовка,58.401
week,2019-08-26 00:00:00.000,2019-09-01 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,570598,БСТ B30 П4 F1150 W10,6.000
week,2019-08-26 00:00:00.000,2019-09-01 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,576202,"Мелкозернистый бетон БСМ B25 П3,П4",21.000
week,2019-08-26 00:00:00.000,2019-09-01 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,592130,БСТ B30 П4 F1150 W10,10.000
week,2019-08-26 00:00:00.000,2019-09-01 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,1,45308,Доставка,36.800
week,2019-08-26 00:00:00.000,2019-09-01 00:00:00.000,,,50,25160648,Формовка,77.601
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,718734,Пусковая смесь,3.000
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,2,1124460,"БСТ B12,5 П3,П4",38.000
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,550735,"Мелкозернистый бетон БСМ B22,5 П3,П4",15.000
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,2,94270,Доставка,60.800
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,5,3392762,Раствор М200 Пк3,50.000
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,3,1566526,"Мелкозернистый бетон БСМ B15 П3,П4",38.000
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,686440,БСТ B25 П4 F1150 W8,31.000
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,4,1754660,Фасовка,75.199
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,4,1823316,Дегидрация,80.000
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,4,1557097,Упаковка европалет,76.401
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,570598,БСТ B30 П4 F1150 W10,6.000
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,2,1298854,"Мелкозернистый бетон БСМ B15 П3,П4",50.000
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,3,1701614,Дегидрация,77.601
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,4,1951753,"БСТ B 7,5 П3,П4",35.000
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,3,1468155,Упаковка европалет,58.399
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,2,694981,"БСТ B20 П3,П4",30.000
month,2019-09-01 00:00:00.000,2019-09-30 00:00:00.000,,,163,90184421,Дегидрация,75.201
week,2019-09-02 00:00:00.000,2019-09-08 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,686440,БСТ B25 П4 F1150 W8,31.000
week,2019-09-02 00:00:00.000,2019-09-08 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,2,1239102,"БСТ B22,5 П4 F1100 W6",23.000
week,2019-09-02 00:00:00.000,2019-09-08 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,758290,БСТ B30 П4 F1200 W10,30.000
week,2019-09-02 00:00:00.000,2019-09-08 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,2,1419875,"БСТ B20 П3,П4",47.000
week,2019-09-02 00:00:00.000,2019-09-08 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,653250,"БСТ B20 П3,П4",30.000
week,2019-09-02 00:00:00.000,2019-09-08 00:00:00.000,,,41,24069363,Формовка,75.200
week,2019-09-09 00:00:00.000,2019-09-15 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,550735,"Мелкозернистый бетон БСМ B22,5 П3,П4",15.000
week,2019-09-09 00:00:00.000,2019-09-15 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,599403,"БСТ B22,5 П4 F1100 W6",19.000
week,2019-09-09 00:00:00.000,2019-09-15 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,572838,"Мелкозернистый бетон БСМ B15 П3,П4",38.000
week,2019-09-09 00:00:00.000,2019-09-15 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,2,561108,Дегидрация,80.000
week,2019-09-09 00:00:00.000,2019-09-15 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,688776,БСТ B35 П5 F1200 W12,32.000
week,2019-09-09 00:00:00.000,2019-09-15 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,444136,Раствор кладочный М150 Пк3,3.000
week,2019-09-09 00:00:00.000,2019-09-15 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,41731,Доставка,25.999
week,2019-09-09 00:00:00.000,2019-09-15 00:00:00.000,,,29,17980254,Формовка,61.999
week,2019-09-16 00:00:00.000,2019-09-22 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,41013,Дегидрация,26.000
week,2019-09-16 00:00:00.000,2019-09-22 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,1288743,Раствор М200 Пк3,50.000
week,2019-09-16 00:00:00.000,2019-09-22 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,460055,Раствор М200 Пк3,1.000
week,2019-09-16 00:00:00.000,2019-09-22 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,676204,"Мелкозернистый бетон БСМ B25 П3,П4",42.000
week,2019-09-16 00:00:00.000,2019-09-22 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,2,993089,Дегидрация,77.601
week,2019-09-16 00:00:00.000,2019-09-22 00:00:00.000,,,31,14208648,Фасовка,66.799
week,2019-09-23 00:00:00.000,2019-09-29 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,2,1124460,"БСТ B12,5 П3,П4",38.000
week,2019-09-23 00:00:00.000,2019-09-29 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,53257,Доставка,60.800
week,2019-09-23 00:00:00.000,2019-09-29 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,1504616,БСТ B40 П5 F1300 W14,24.000
week,2019-09-23 00:00:00.000,2019-09-29 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,2,993688,"Мелкозернистый бетон БСМ B 7,5 П3,П4",24.000
week,2019-09-23 00:00:00.000,2019-09-29 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,55503,Фасовка,75.199
week,2019-09-23 00:00:00.000,2019-09-29 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,809448,Пусковая смесь,16.000
week,2019-09-23 00:00:00.000,2019-09-29 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,53767,Упаковка европалет,76.401
week,2019-09-23 00:00:00.000,2019-09-29 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,622650,"Мелкозернистый бетон БСМ B15 П3,П4",50.000
week,2019-09-23 00:00:00.000,2019-09-29 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,708525,"БСТ B20 П3,П4",41.000
week,2019-09-23 00:00:00.000,2019-09-29 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,3,1507617,"БСТ B 7,5 П3,П4",35.000
week,2019-09-23 00:00:00.000,2019-09-29 00:00:00.000,,,45,26144897,Дегидрация,70.399
week,2019-09-30 00:00:00.000,2019-10-06 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,718734,Пусковая смесь,3.000
week,2019-09-30 00:00:00.000,2019-10-06 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,507384,"БСТ B12,5 П3,П4",8.000
week,2019-09-30 00:00:00.000,2019-10-06 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,1177518,"Мелкозернистый бетон БСМ B22,5 П3,П4",20.000
week,2019-09-30 00:00:00.000,2019-10-06 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,644736,"БСТ B22,5 П4 F1100 W6",28.000
week,2019-09-30 00:00:00.000,2019-10-06 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,2,917385,Раствор М100 Пк3,25.000
week,2019-09-30 00:00:00.000,2019-10-06 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,777492,БСТ B25 П4 F1200 W10,38.000
week,2019-09-30 00:00:00.000,2019-10-06 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,2,821131,Доставка,25.999
week,2019-09-30 00:00:00.000,2019-10-06 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,761828,БСТ B35 П5 F1200 W12,46.000
week,2019-09-30 00:00:00.000,2019-10-06 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,1,48280,Упаковка европалет,58.399
week,2019-09-30 00:00:00.000,2019-10-06 00:00:00.000,,,43,22275977,Дегидрация,75.201
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,4,2676993,Пусковая смесь,37.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,4,2992002,БСТ B30 П4 F1150 W10,50.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,2,1008435,Раствор кладочный М100 Пк3,32.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1429674,БСТ B60 П5 F1300 W20,42.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,5,2683268,Доставка,46.401
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,54449,Доставка,64.399
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,5,2888935,Дегидрация,62.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,2,1209039,"БСТ B 7,5 П3,П4",37.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,5,3274363,БСТ B45 П5 F1300 W16,39.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,5,3118644,"БСТ B15 П3,П4",49.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,4,2055767,"Мелкозернистый бетон БСМ B15 П3,П4",46.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,761828,БСТ B35 П5 F1200 W12,46.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,435512,Раствор кладочный М150 Пк3,1.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,2,1083548,"Мелкозернистый бетон БСМ B15 П3,П4",3.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,3,2089980,Раствор кладочный М150 Пк3,39.000
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,2,650593,Фасовка,29.599
month,2019-10-01 00:00:00.000,2019-10-31 00:00:00.000,,,190,101902162,Фасовка,76.402
week,2019-10-07 00:00:00.000,2019-10-13 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,491940,Раствор М200 Пк3,8.000
week,2019-10-07 00:00:00.000,2019-10-13 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,2,1261047,БСТ B35 П5 F1200 W12,29.000
week,2019-10-07 00:00:00.000,2019-10-13 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,922290,БСТ B60 П5 F1300 W20,42.000
week,2019-10-07 00:00:00.000,2019-10-13 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,48488,Доставка,46.401
week,2019-10-07 00:00:00.000,2019-10-13 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,823584,БСТ B45 П5 F1300 W16,38.000
week,2019-10-07 00:00:00.000,2019-10-13 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,2,1556992,БСТ B45 П5 F1300 W16,39.000
week,2019-10-07 00:00:00.000,2019-10-13 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,435512,Раствор кладочный М150 Пк3,1.000
week,2019-10-07 00:00:00.000,2019-10-13 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,655995,БСТ B60 П5 F1300 W20,1.000
week,2019-10-07 00:00:00.000,2019-10-13 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,609536,"Мелкозернистый бетон БСМ B25 П3,П4",28.000
week,2019-10-07 00:00:00.000,2019-10-13 00:00:00.000,,,42,22969226,Фасовка,76.402
week,2019-10-14 00:00:00.000,2019-10-20 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,582552,"БСТ B12,5 П3,П4",24.000
week,2019-10-14 00:00:00.000,2019-10-20 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,1,807450,БСТ B30 П4 F1150 W10,50.000
week,2019-10-14 00:00:00.000,2019-10-20 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,2,1008435,Раствор кладочный М100 Пк3,32.000
week,2019-10-14 00:00:00.000,2019-10-20 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,713328,БСТ B50 П5 F1300 W18,12.000
week,2019-10-14 00:00:00.000,2019-10-20 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,2,1272192,"БСТ B15 П3,П4",49.000
week,2019-10-14 00:00:00.000,2019-10-20 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,628590,Раствор М200 Пк3,38.000
week,2019-10-14 00:00:00.000,2019-10-20 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,427553,"Мелкозернистый бетон БСМ B15 П3,П4",3.000
week,2019-10-14 00:00:00.000,2019-10-20 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,624428,БСТ B30 П4 F1150 W10,16.000
week,2019-10-14 00:00:00.000,2019-10-20 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,41057,Фасовка,29.599
week,2019-10-14 00:00:00.000,2019-10-20 00:00:00.000,,,36,21013048,Фасовка,64.400
week,2019-10-21 00:00:00.000,2019-10-27 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,1457262,БСТ B25 П4 F1200 W10,23.000
week,2019-10-21 00:00:00.000,2019-10-27 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,52731,Дегидрация,62.000
week,2019-10-21 00:00:00.000,2019-10-27 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,564303,"БСТ B 7,5 П3,П4",37.000
week,2019-10-21 00:00:00.000,2019-10-27 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,777018,БСТ B50 П5 F1300 W18,22.000
week,2019-10-21 00:00:00.000,2019-10-27 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,2,1465552,Раствор кладочный М150 Пк3,39.000
week,2019-10-21 00:00:00.000,2019-10-27 00:00:00.000,,,55,28355074,Доставка,70.399
week,2019-10-28 00:00:00.000,2019-11-03 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,2,1602501,Пусковая смесь,37.000
week,2019-10-28 00:00:00.000,2019-11-03 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,1,923505,БСТ B50 П5 F1300 W18,45.000
week,2019-10-28 00:00:00.000,2019-11-03 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,540766,"Мелкозернистый бетон БСМ B 7,5 П3,П4",27.000
week,2019-10-28 00:00:00.000,2019-11-03 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,492804,Раствор М150 Пк3,17.000
week,2019-10-28 00:00:00.000,2019-11-03 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,54449,Доставка,64.399
week,2019-10-28 00:00:00.000,2019-11-03 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,2,1299292,Раствор М100 Пк3,46.000
week,2019-10-28 00:00:00.000,2019-11-03 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,712640,БСТ B25 П4 F1150 W8,36.000
week,2019-10-28 00:00:00.000,2019-11-03 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,475728,Раствор кладочный М100 Пк3,6.000
week,2019-10-28 00:00:00.000,2019-11-03 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,3,1677163,"Мелкозернистый бетон БСМ B22,5 П3,П4",27.000
week,2019-10-28 00:00:00.000,2019-11-03 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,606046,"Мелкозернистый бетон БСМ B15 П3,П4",46.000
week,2019-10-28 00:00:00.000,2019-11-03 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,2,1644906,БСТ B30 П4 F1200 W10,41.000
week,2019-10-28 00:00:00.000,2019-11-03 00:00:00.000,,,30,15827256,Упаковка европалет,60.801
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,4,2625699,Раствор М200 Пк3,47.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,3,1130904,Доставка,80.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,763904,БСТ B45 П5 F1300 W16,28.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,3,1722005,Раствор М200 Пк3,35.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,3,1791259,"БСТ B12,5 П3,П4",40.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,6,2064176,Фасовка,78.801
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,3,1673460,Формовка,50.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,571440,"Мелкозернистый бетон БСМ B25 П3,П4",20.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,4,1956121,Дегидрация,77.601
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,7,4014479,"БСТ B 7,5 П3,П4",23.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,3,1912051,БСТ B45 П5 F1300 W16,35.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,3,1242074,Раствор кладочный М150 Пк3,49.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,623560,БСТ B25 П4 F1150 W8,19.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,2,636118,Фасовка,63.201
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,3,2456202,БСТ B25 П4 F1200 W10,44.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,3,2355523,"БСТ B22,5 П4 F1100 W6",43.000
month,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000,,,158,86931746,Фасовка,73.999
week,2019-11-04 00:00:00.000,2019-11-10 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,2,1308865,Раствор М200 Пк3,47.000
week,2019-11-04 00:00:00.000,2019-11-10 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,763904,БСТ B45 П5 F1300 W16,28.000
week,2019-11-04 00:00:00.000,2019-11-10 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,657720,"БСТ B12,5 П3,П4",40.000
week,2019-11-04 00:00:00.000,2019-11-10 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,54449,Доставка,64.399
week,2019-11-04 00:00:00.000,2019-11-10 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,730365,"БСТ B22,5 П4 F1100 W6",45.000
week,2019-11-04 00:00:00.000,2019-11-10 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,2,1185672,"БСТ B15 П3,П4",27.000
week,2019-11-04 00:00:00.000,2019-11-10 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,2,599586,Фасовка,36.799
week,2019-11-04 00:00:00.000,2019-11-10 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,623560,БСТ B25 П4 F1150 W8,19.000
week,2019-11-04 00:00:00.000,2019-11-10 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,51702,Фасовка,63.201
week,2019-11-04 00:00:00.000,2019-11-10 00:00:00.000,,,48,25180991,Фасовка,73.999
week,2019-11-11 00:00:00.000,2019-11-17 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,1,59616,Доставка,80.000
week,2019-11-11 00:00:00.000,2019-11-17 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,566314,"Мелкозернистый бетон БСМ B 7,5 П3,П4",33.000
week,2019-11-11 00:00:00.000,2019-11-17 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,579469,"Мелкозернистый бетон БСМ B22,5 П3,П4",21.000
week,2019-11-11 00:00:00.000,2019-11-17 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,547624,Раствор кладочный М150 Пк3,27.000
week,2019-11-11 00:00:00.000,2019-11-17 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,57809,Дегидрация,77.601
week,2019-11-11 00:00:00.000,2019-11-17 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,2,1168832,БСТ B35 П5 F1200 W12,12.000
week,2019-11-11 00:00:00.000,2019-11-17 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,642488,Раствор кладочный М150 Пк3,49.000
week,2019-11-11 00:00:00.000,2019-11-17 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,3,2355523,"БСТ B22,5 П4 F1100 W6",43.000
week,2019-11-11 00:00:00.000,2019-11-17 00:00:00.000,,,40,22366127,Дегидрация,69.201
week,2019-11-18 00:00:00.000,2019-11-24 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,576660,"БСТ B 7,5 П3,П4",40.000
week,2019-11-18 00:00:00.000,2019-11-24 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,2,1071288,"БСТ B12,5 П3,П4",41.000
week,2019-11-18 00:00:00.000,2019-11-24 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,554070,"БСТ B22,5 П4 F1100 W6",10.000
week,2019-11-18 00:00:00.000,2019-11-24 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,53280,Формовка,50.000
week,2019-11-18 00:00:00.000,2019-11-24 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,571440,"Мелкозернистый бетон БСМ B25 П3,П4",20.000
week,2019-11-18 00:00:00.000,2019-11-24 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,4,2339010,БСТ B50 П5 F1300 W18,12.000
